"","944946_CSF_25H_080224","945949_CTR_25H_CSF_070224","948_CSF_25H_080224","950951947_CSF_25H_080224","952953_CSF_25H_080224","954961_CSF_24H_080224","955961_CSF_24H_080224","956_CSF_24H_080224","957_CSF_24H_080224","958963_CSF_24H_080224","959_CSF_24H_080224","960962963_CSF_24H_080224","32963296.1_VECPAC_200224","330632963296.1VECPAC_200224_2","33283356_VECPAC_190224","333033473689_VECPAC_190224","335233703689_VECPAC_200224","335533643665_VECPAC_200224","935_CTR_LPS_CSF_070224","936_CTR_LPS_CSF_070224_2","937_CTR_LPS_CSF_070224","938942_CTR_LPS_CSF_070224","939940.2_CTR_LPS_CSF_070224","940934_CTR_LPS_CSF_070224","941_CTR_LPS_CSF_070224","942_CTR_LPS_CSF_070224","943_CTR_LPS_CSF_070224","CSF_75_103_20122021","CSF_106_20122021","CSF_105_21122021","CSF_101_102_104_21122021","DSS_7177T0.5_090224","DSS_7274T0.8.2_090224","DSS_73_090224","DSS_76_090224","DSS_B896_090224","DSS_T0.5B897_090224","DSS_T0.7_090224","DSS_T0.8_090224","CSF_81_83_108_113_21122021","CSF_109_21122021","CSF_110_21122021","CSF_113_20122021","DSS_7911180902_090224","DSS_114107_090224","DSS_BT1.8_090224","DSS_T1.5T1.7902_090224","DSS_T1.6901_090224","CSF_88_118_21122021","CSF_89_PROVA_07122021","CSF_115_116_121_122_21122021","CSF_118_120_21122021","DSS_8586T3.878906_120224","DSS_91_120224","DSS_117_120224","DSS_1229087_120224","DSS_906T3.8_120224","DSS_907_120224","DSS_T3.6_090224","DSS_T3.7_090224","CSF_96_20122021","CSF_70_21122021","CSF_97_21122021","CSF_123_124_126_20122021","CSF_129_21122021","DSS_93126T5.6_120224","DSS_95127_120224","DSS_12994128_120224","DSS_911T5.6_120224","DSS_912_120224","DSS_T5.5T5.8_120224","DSS_T5.7_120224","3297_VECPAC_190224","33543353VECPAC_190224","3369367333713677_VECPAC_190224","36743677_VECPAC_190224","36773688_VECPAC_190224","3679_VECPAC_190224","36803629.1_REP_VECPAC_200224","3681_VECPAC_190224","3687_VECPAC_190224","VECPAC_36783675_120224"
"5-Aminovaleric acid","-0.30560149","-0.30592089","-0.30259773","-0.30005522","-0.30464924","-0.30452561","-0.29681899","-0.29739075","-0.30750484","-0.30363872","-0.30349291","-0.30195504","-0.30595011","-0.30464924","-0.30510157","-0.30763146","-0.30772495","-0.31104849","-0.30105604","-0.29739075","-0.30266442","-0.30560149","-0.30464924","-0.30140213","-0.30067559","-0.29797049","-0.30129027"," 0.06913542"," 0.57475152"," 0.15058289","-0.26592869","-0.30896224","-0.30094557","-0.30105604","-0.30259773","-0.30105604","-0.30578720","-0.29881951","-0.30436026"," 0.92578396","-0.31366814"," 1.68629827"," 0.60908925","-0.30249761","-0.30510794","-0.30255755","-0.30036318","-0.30318208"," 0.49569940","-0.31039302","-0.12801629"," 0.38908588","-0.30211681","-0.30064131","-0.30042790","-0.29965242","-0.29902765","-0.30328048","-0.30127875","-0.30681941"," 0.41728254","-0.24056086","-0.25478552"," 0.46227686"," 0.05880203","-0.30105604","-0.30403088","-0.30796316","-0.30595011","-0.30385553","-0.30105604","-0.29852916","-0.29395790","-0.30474960"," 4.62924536"," 4.53391378"," 5.26478692","-0.29171973","-0.30329837","-0.29206416","-0.30410176","-0.30155379"
"5-Azacytosine"," 0.40552482"," 0.93713209"," 1.15260513"," 0.26333685"," 0.16995968"," 0.09475677","-1.82383452"," 0.79697630","-0.55780708"," 1.00951386"," 0.66242576","-0.04514654","-1.89529204","-0.59907736"," 0.03679015","-0.43119707"," 2.04399244","-1.35918970","-0.28518279"," 0.94017377"," 0.52781435"," 0.55449483"," 0.15575967"," 0.19637415"," 0.41093862"," 0.10853163"," 0.74248248","-0.96458658","-1.37759258","-1.23436846","-0.25324021"," 0.08526803"," 0.54291182"," 0.36828563","-0.20172693"," 0.68623821"," 0.82427974"," 0.61080096","-0.69365414","-1.30727099","-1.34389612","-1.47864925","-1.11613926","-0.23865456","-0.16568032"," 0.21380845"," 0.10989898","-0.38411295","-1.04519640"," 2.89011646","-0.49268674","-1.11113821"," 0.22235607"," 0.53915631"," 0.56539702"," 0.20777281"," 1.38330282"," 0.05709132","-0.34972586","-0.12361650","-1.41118430","-1.02701544","-0.96054692","-1.95452584","-1.32881927"," 0.12917685","-0.05527336","-0.18781858"," 1.62562111","-0.12510429"," 2.31603203"," 0.01041847"," 3.04520082","-0.58971040","-0.19852886"," 1.19470413"," 0.25431715","-0.92983563","-0.08769542"," 1.53070659","-0.25743460","-0.63028903"
"5-Chlorovaleric acid, nonyl ester","-0.3360969641"," 0.8117187840"," 0.5668400183"," 3.5219364816","-0.4958367247"," 0.4383607719","-0.0506152933"," 1.0012774133","-0.1299314897"," 0.2950636933"," 0.4008728063","-0.2669081886","-0.4033579308","-0.9539211634","-0.5141667379","-0.2316898932","-0.3685265951","-0.9567607621"," 1.2239848938","-0.1076967685"," 0.1654201369","-0.5366097177","-0.3230755802"," 1.1042836695"," 1.7759082582"," 0.0435566806","-0.1025509289","-0.8271631532","-1.4652338126","-1.5173720969","-1.0462075473"," 0.3163507890"," 0.6328260664"," 2.2459181766"," 0.1440742172"," 1.0023118716"," 0.5689760411"," 0.4529704125","-0.3386375817","-1.2183650289","-1.3569527368","-1.2046419755","-1.0406858830"," 0.0782482332"," 0.5571662134","-0.1366072804"," 0.3391331428"," 0.5515300908","-1.3270806598","-0.5389800692","-1.5392760867","-1.2921492210"," 0.4505372693"," 0.0005069543"," 0.4581805679"," 0.9178892465","-0.3191328925","-0.7721352859"," 0.4963791757"," 0.1074705806","-1.6365790333","-1.3806505218","-1.0438063585","-1.1794360783","-1.6020056533"," 0.4113361493","-0.3069202284","-0.3684016241","-0.1243038251","-0.4596814662"," 1.7445713618"," 1.2467381310"," 0.8751403243"," 2.0389057871","-0.3780662399","-0.6273070737","-0.3265967428"," 1.8131472868","-0.0878812394"," 2.1621598534"," 0.4376451001","-0.1593345158"
"5-Ethyl-1,3-dioxane-5-methanol, tert-butyldimethylsilyl ether"," 0.574714529","-0.525636697"," 1.069957082","-0.706765400"," 0.705454133"," 0.236628141"," 1.575032926"," 0.720499372","-0.468762671","-0.840625330"," 0.160751065"," 0.007843577","-0.965257222","-0.073760217"," 0.289031014"," 1.078804902","-0.585851763","-0.818696193"," 0.681970860"," 2.923473922"," 0.483681542"," 0.412609833","-1.189042898"," 1.999687775","-1.186392740","-1.184588617","-0.985582680","-0.376654319","-0.553775107","-0.623225375","-0.752754755","-1.070227216","-1.138396115"," 0.270545529"," 0.890282348","-1.186646472","-0.651832399","-0.761526510"," 0.005406610","-0.171593112","-0.770553434","-0.585932624","-0.341129639","-1.187607904","-0.459516673","-1.187647880"," 0.880320975"," 0.306263970","-0.345081120","-0.771329392","-0.790018521","-0.606754996"," 0.313895196"," 1.806363206"," 1.460391775"," 1.049457195"," 0.289570234"," 1.723744320","-0.278991455","-0.831343215","-0.881724549","-0.531751182","-0.321035451","-1.150472486","-0.744069657"," 0.651671599","-0.912979278"," 0.972160921"," 0.781359499"," 0.089237597"," 3.425038854","-0.451170239"," 0.744017919","-0.938640362"," 0.364452519","-1.043466008"," 1.315205128"," 1.947023139","-0.191411451"," 0.837847505"," 0.282803051","-1.186978439"
"5-Ethyl-5-methylnonadecane"," 3.30768159","-0.19777108","-0.19748964","-0.19727432","-0.19766338","-0.19765291","-0.19700025","-0.19704867","-0.19790522"," 2.04492195","-0.19756545","-0.19743522","-0.19777355","-0.19766338","-0.19770169","-0.19791594","-0.19792386","-0.19820533","-0.19735908","-0.19704867","-0.19749529","-0.19774403","-0.19766338","-0.19738839","-0.19732686","-0.19709777","-0.19737892","-0.18927537","-0.18995541","-0.18362253","-0.17437741","-0.19802864","-0.19734972","-0.19735908","-0.19748964","-0.19735908","-0.19775975","-0.19716967","-0.19763891","-0.19830365","-0.18585348","-0.18346779","-0.19819444","-0.19748116","-0.19770223","-0.19748624","-0.19730040","-0.19753913","-0.19011207","-0.14748794"," 0.26975810"," 0.22576565","-0.19744892","-0.19732396","-0.19730588","-0.19724021","-0.19718730","-0.19754746","-0.19137324","-0.19784717"," 0.02186959"," 0.13944181"," 0.09148046","-0.09620620"," 0.14111672","-0.19735908"," 7.93345349","-0.19794403","-0.19777355","-0.19759616","-0.19735908","-0.19714508","-0.19675795","-0.19767188","-0.19805485","-0.19797648","-0.19783163","-0.19656840","-0.19754898","-0.19659757","-0.19761702","-0.19740123"
"5-Hydroxy-7-methoxy-2-methyl-3-phenyl-4-chromenone","-0.34546407","-0.34568162","-0.34568160","-0.34568159","-0.34550713","-0.34568161","-0.34565377","-0.34568157","-0.34568163","-0.34568161","-0.34568161","-0.34541117","-0.34568162","-0.32936643","-0.34568162"," 2.30217838","-0.34568163","-0.34568165","-0.34541678","-0.34501852"," 0.21583869","-0.34549621","-0.32719885"," 3.86489514"," 2.22344540"," 0.98289156"," 0.30685653","-0.34365168","-0.34554312"," 0.09506314"," 0.35231611","-0.34568164"," 5.72368839","-0.34567961"," 3.25416513","-0.34567950"," 1.36528214","-0.34271721","-0.34568161"," 0.29574709","-0.34565459","-0.34566016"," 0.05928719","-0.34567813","-0.34568162","-0.34568160","-0.34568159","-0.34568161","-0.17572703","-0.06510379","-0.12812454","-0.19326582","-0.34568160","-0.34568159","-0.34568159","-0.34567781","-0.34567941","-0.34568161","-0.34568160","-0.34567865","-0.33089629","-0.34565367","-0.30401119","-0.34567113","-0.16496392","-0.34568159","-0.34568129","-0.32642158","-0.34568162","-0.34568161","-0.34566749","-0.34568158","-0.34568156","-0.34567798","-0.32704738"," 1.31482318","-0.33825586","-0.34568154","-0.34568161","-0.34202253","-0.34568161","-0.34432405"
"5-Nitroso-8-quinolinol","-0.52003122","-0.52044960"," 0.70709521","-0.51276595","-0.35794157","-0.51862188","-0.50852669","-0.50927567"," 2.49028822","-0.51746011","-0.51726911","-0.51525460","-0.52048788","-0.51878383"," 0.63794889"," 1.31005842"," 0.13961775","-0.12738283","-0.51407696","-0.50927567","-0.51618383"," 0.04186977"," 2.96960090","-0.42229794","-0.51357860"," 1.10729390"," 1.27948671","-0.52819280"," 0.95475225"," 1.54184133","-0.52368321","-0.52443359","-0.51393225","-0.51407696"," 1.51935873"," 2.67328194"," 1.15619522","-0.51114725","-0.51840528","-0.52868720","-0.53059801","-0.23577044","-0.20650650"," 4.11061150","-0.51938469","-0.51604385","-0.51316936","-0.51686194","-0.52700287","-0.52630782","-0.52738189","-0.52849885"," 0.27805785","-0.51353370","-0.51325414","-0.51223831"," 0.11416646","-0.51699084"," 3.23664814","-0.52162661","-0.53004012","-0.52696772","-0.52669525","-0.53040296","-0.52954285","-0.51407696","-0.51797382","-0.52312486","-0.52048788","-0.51774412"," 1.15348578","-0.51076692","-0.50477885","-0.51891529"," 0.53938466","-0.52362675"," 0.59593934","-0.50184699","-0.51701428"," 1.31721059","-0.51806666","-0.51472899"
"5-Nonanol, tert-butyldimethylsilyl ether"," 0.02421367"," 0.55066747"," 1.07396545"," 3.17288636","-0.19574000"," 0.11870270"," 0.52155216"," 0.68108936","-0.44118885"," 0.22676831"," 0.17501112"," 0.33203886"," 0.06548077","-0.45840971","-0.21402120","-0.75427490"," 0.22423759","-0.46664485"," 0.49049809"," 0.36268147"," 0.39000744","-0.36618763"," 0.14356953"," 0.44880606"," 2.27510911"," 0.08837646","-0.08569512"," 0.80614834","-1.05807437","-0.87197244","-2.39014004"," 0.56264548"," 0.69734141"," 1.90889776"," 0.57975970"," 0.26614422"," 0.38989971"," 0.47112639","-0.35613992","-0.88647857","-2.52062480","-1.09799844","-0.45744768"," 0.14002752","-0.03300133"," 0.13444322"," 0.30735330"," 0.28112324"," 0.32937894","-2.43966740","-0.64368283","-2.48101289"," 1.05295265","-0.19102378"," 0.30666132"," 1.29927964","-0.13146191","-0.44355731","-0.22225651"," 0.55312084","-1.45243872","-0.59124259","-0.23862209","-2.51694397","-2.50071343"," 0.71849227","-0.03611146"," 0.39447464"," 0.01466178","-0.13942713"," 1.18539332"," 0.30198313"," 1.11571999"," 1.21928042","-0.63078568","-0.50299500"," 0.06261960"," 0.76312547"," 0.11309125"," 1.05495454","-0.08407040","-0.49570911"
"5-Oxohexanoic Acid"," 0.742523002"," 0.493805348"," 0.975375450"," 3.809549087"," 0.172361404"," 0.363880697","-1.233227053","-1.881945363","-0.015048571"," 0.307178142"," 0.542493341"," 0.657537394","-1.025964967","-0.366106588"," 0.461914417","-0.169944010"," 1.191922753","-0.546971555"," 0.055887128"," 0.273375297"," 0.416725455","-0.011932508","-0.090897480","-0.034895151"," 2.170755202"," 0.244007257"," 0.117362906","-0.593534637","-1.114460542","-1.095925949","-0.469816029"," 0.717844413"," 0.618191315"," 1.701097394"," 0.538414390"," 0.427268537"," 0.961849382","-1.338224772"," 0.007116916","-0.922462242","-0.945835932","-0.991646448","-0.725357064"," 0.385311467"," 0.067978094"," 0.229911786"," 0.488165998"," 0.210102867","-0.874443326","-0.841350608","-0.861987272","-0.916118824","-1.914344895"," 0.167935476"," 1.122957956","-1.897450230"," 0.219655155","-0.055593501"," 0.208408517"," 1.104986230","-1.183312684","-0.977245551","-1.973110054","-1.096394433","-1.179292269"," 0.983396977"," 0.178294618"," 0.760902881"," 0.188588439","-0.034895151"," 2.533536215"," 0.035954871"," 1.566654051"," 1.093021079"," 0.041556736"," 0.354570493"," 0.142563848","-1.088355562","-1.363796155","-0.290430411"," 0.160022231","-0.090594830"
"6,7,4'-Trihydroxyisoflavone","-1.616388671"," 0.011067656"," 1.117759484"," 3.333675422","-0.412641777"," 0.065844156"," 0.777058005"," 1.039707554","-0.131971977"," 0.144429826"," 0.486734605"," 0.016282559","-0.903859309","-1.063230890","-0.704743238","-0.987077125","-0.662872280","-1.131775741"," 0.086356753"," 0.277113190"," 0.165682785","-0.214755387","-0.245719148","-0.407843394"," 2.476123909"," 0.150996673","-0.117917163","-0.600766746","-0.519632207","-1.796944044","-1.309452178"," 0.144286830"," 0.440029349"," 1.233650317"," 0.486601129","-0.212120961"," 0.169550933"," 0.275020329"," 0.002120589","-0.709012176","-0.959798074","-1.112579978","-0.001728674"," 0.192662812","-0.185350993"," 0.039333619"," 0.422566420"," 0.241811782","-0.547846961","-1.791174079","-1.131414690","-0.476746203"," 0.573542359"," 0.118003706","-0.164056492"," 0.803424412"," 0.046915657","-0.558024375","-0.639580952"," 0.472807028","-1.307158432","-1.098571026","-0.905079480","-0.439781536","-1.394137162"," 0.648126101"," 0.051983519"," 0.247072268","-0.119203445","-0.081139296"," 1.142053887"," 0.257258834"," 1.724390414"," 3.358844924","-0.685767971","-0.714753522"," 1.534423256"," 1.938787533","-0.744994291"," 1.840522654","-0.734010903"," 0.986999712"
"6-Aminocaproic acid, N-(tert.-butyldimethylsilyl)","-0.02716675"," 0.67346063"," 0.40427879"," 2.29702642","-0.26217317","-0.10319612","-0.29830126"," 0.18631041"," 0.05723954"," 1.33005540","-0.05477204"," 0.68488367","-0.12530216"," 0.09164980"," 0.83722825","-0.16082004"," 1.18081134","-0.25722946","-0.28831877"," 0.19133152"," 0.26463168"," 0.35180545"," 1.84420969"," 0.52353706"," 2.15668074","-1.54126053","-1.55723233","-0.81268012","-0.88949351","-0.85561328","-1.59138706"," 0.76627230"," 0.87176723"," 3.55425023"," 0.14956585"," 0.79364647"," 0.41593097"," 0.96161688"," 0.53826441"," 0.21219838"," 1.24069486","-1.61413197","-1.60356154","-0.05014159"," 0.36004236"," 0.04844963","-0.29089529","-1.26183876"," 0.11758629","-1.60102669","-0.80877956","-0.49867568"," 2.10631133","-0.41718383","-0.28862413","-1.54935246","-0.37471318","-0.39597934","-0.09243327"," 0.45122554","-1.11395641","-0.95809797","-1.60244961","-0.98746282","-1.00361645","-0.08244603","-0.19541028"," 1.13342383"," 1.58692543","-1.56957409"," 0.20526675","-0.14295893","-0.04941485"," 0.66347846","-0.05420591"," 0.35381984","-1.58295089","-0.45809429"," 0.21068464"," 0.17484906","-0.12543921","-0.39304952"
"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol ","-0.90434619"," 1.22970053","-0.17900400"," 1.85327047"," 0.52534794","-0.90234154"," 1.08203168"," 0.82472865"," 0.41188085"," 0.83110044"," 0.74202397","-0.89755190","-0.90499575"," 2.13656430"," 3.08638829"," 1.88093799","-0.90830275","-0.91449538"," 0.34913042","-0.88904741","-0.89887364","-0.90434619","-0.90257189","-0.89652168"," 1.39920967"," 0.95181701"," 1.23348726","-0.39807218","-0.59591499","-0.51249074","-0.27719234","-0.91060815","-0.89567097"," 1.38130659"," 0.80656426"," 1.15505313"," 1.00070981","-0.89170957"," 1.18323650","-0.48036594","-0.51371935","-0.53033798","-0.48862197"," 0.67342317"," 0.90871527"," 0.80201703"," 0.71741624","-0.89983818","-0.54188964","-0.05550603","-0.43278551","-0.49630281","-0.89785331"," 0.34784665"," 0.56206145","-0.89326150","-0.89209739","-0.90002153","-0.89629179"," 1.03463273","-0.59630867","-0.44850393","-0.39114494","-0.51870987","-0.55440937"," 0.76676383","-0.90141973"," 0.79390103","-0.90499575","-0.90109300"," 1.44305932"," 0.74228374","-0.88265111","-0.90275889","-0.91118468","-0.90946050","-0.90627362","-0.67512529"," 2.75820755","-0.87912256","-0.90155179"," 0.07284613"
"6-Methyluracil","-0.064815045"," 1.037489129"," 0.341078967"," 1.456083679","-0.340611127","-0.302796258","-0.809062720","-0.315156150"," 0.365966491","-0.235146182","-1.106609557"," 0.657570903","-0.483346638","-0.291677245","-0.341308627","-0.443226033","-0.089860132"," 0.792333467"," 0.462470470","-0.142711263"," 0.762706195"," 0.302680702"," 0.858940942"," 1.048495350"," 2.809087122","-0.845040693","-0.833700014","-0.773864757","-1.122757749","-0.771521735","-0.770750888"," 2.013994853"," 1.046151733"," 3.344790564"," 0.418484349"," 0.002221065","-1.110353156"," 0.587951410","-0.617581734","-0.246967319"," 1.929634839"," 0.146283695","-1.118728204","-1.104985525","-0.155433297","-0.719842383","-1.101502772","-0.448164552","-0.828050558","-1.117868502","-0.055393744","-1.120597726"," 1.723043355","-0.318374322"," 0.798312807"," 2.164293940","-0.290211221","-1.106262934","-0.182287948","-1.112037416","-1.122517583","-0.974117409","-1.118351089","-0.239964236","-0.905139035"," 0.549442712","-0.109953240"," 0.940177533"," 1.995938638","-1.107201249"," 0.479986524","-0.473943257","-0.696346929"," 1.918269553"," 0.195775321"," 0.126806678"," 0.806666342","-0.135320350","-0.532128050","-0.912126058","-0.555835033","-0.361579680"
"6-Nitroveratryl alcohol","-0.3987813"," 0.2221466","-0.3896186","-0.3818629","-0.3958765","-0.3954994","-0.3719910","-0.1100107","-0.4045873"," 0.1189904","-0.3923492","-0.3876581"," 1.4424437","-0.3958765","-0.3972563"," 0.7989770","-0.4052587","-0.4153969","-0.3849158","-0.3737351","-0.1498691","-0.3987813","-0.3958765","-0.3859715","-0.3837553"," 4.2789937"," 3.7712645","-0.4177869","-0.4225377","-0.4192787","-0.4072856","-0.4090330","-0.3845788","-0.3849158","-0.3896186"," 3.5739708","-0.3993478","-0.3780934","-0.3949950"," 0.6531602","-0.4233879","-0.4217067","-0.4150046","-0.3893132"," 2.3678649"," 2.8868131","-0.3828023","-0.3914011","-0.4150160","-0.4133975"," 0.1750843","-0.4184996","-0.3881516","-0.3836507","-0.3829997","-0.3806342","-0.3787284","-0.3917012"," 2.1848854","-0.4024964","-0.2862713"," 0.6844492","-0.4142996","-0.4229337","-0.0334832","-0.3849158","-0.3939903","-0.4059854","-0.3998447","-0.3934554","-0.3849158","-0.3772078","-0.3632635","-0.3961827"," 0.6413571","-0.4071541","-0.4019368","-0.3564362","-0.3917558"," 1.6955623","-0.3942065","-0.3864341"
"6-Oxoheptanoic acid"," 0.513059735"," 0.766146120"," 1.281356237"," 2.465560974"," 0.676951056"," 0.336814306"," 0.180244656"," 1.280038851","-0.165239049"," 0.268194076"," 0.711045057","-0.269035407"," 0.535468438","-0.667722818","-0.301068101","-0.658917904"," 0.055751682","-1.306956261","-0.142448108"," 0.611164382"," 0.454379125","-1.865859732"," 0.020032499","-0.330846892"," 2.285692865"," 0.456299386"," 0.516439304","-1.104961325","-1.499863781","-1.470520354","-0.614270377"," 0.339829810"," 0.107086943"," 1.685904757"," 0.360702381"," 0.216714863"," 0.397801804"," 0.127222796","-0.175085190","-1.344756582","-1.468338751","-1.516128024","-1.071290777","-0.184291584","-0.164504068"," 0.289046283"," 0.676330589"," 0.082371122","-1.289702060","-1.443252956","-1.110423308","-1.575973755"," 1.026409723"," 0.049885068","-0.003110099"," 1.429315076"," 0.273983635","-0.361361561","-0.233982446"," 0.510242308","-1.573142279","-1.313770221","-1.257128925","-1.364285284","-1.567762750"," 0.417522822"," 0.272173916"," 0.026873684","-0.233651719"," 0.036580530"," 3.545773315"," 0.194849771"," 1.088380751"," 0.829206790","-0.367367496","-0.536899299"," 0.266584659"," 0.986865543"," 0.070982770"," 0.789513166","-0.053503695"," 1.094629310"
"7(S),17(S)-Dihydroxy-8(E),10(Z),13(Z),15(E),19(Z)-docosapentaenoic acid","-0.29472635","-0.29504044","-0.29177248","-0.28927220","-0.29378991","-0.29366834","-0.28608972","-0.28665199","-0.29659808","-0.29279618","-0.29265279","-0.29114047","-0.29506917","-0.29378991","-0.29423473","-0.29672260","-0.29681453","-0.30008287","-0.29025640","-0.28665199","-0.29183806","-0.29472635","-0.29378991","-0.29059674","-0.28988227","-0.28722210","-0.29048674","-0.30085337","-0.30238493","-0.30133428","-0.29746795","-0.29803127","-0.29014776","-0.29025640","-0.29177248"," 1.28523415","-0.29490897","-0.28805702","-0.29350573","-0.30122453"," 1.62270192","-0.30211701","-0.29995641","-0.29167402"," 1.28776209","-0.29173297"," 4.81218868","-0.29234712"," 2.38220714","-0.29943829","-0.30024461","-0.07516415","-0.29129955","-0.28984856","-0.28963869","-0.28887609","-0.28826170"," 1.28776553","-0.29047541"," 4.34009678","-0.24955627","-0.29993369","-0.29972914","-0.30251257","-0.27770713"," 4.41281961","-0.29318183","-0.29704879","-0.29506917","-0.29300939","-0.29025640","-0.28777150","-0.28327616","-0.29388861","-0.29833555","-0.29742557","-0.29574360","-0.28107517","-0.29246148","-0.28141387","-0.29325153","-0.29074588"
"7-Hydroxy-4-(methoxymethyl)coumarin","-0.72421284","-0.72490953"," 1.38867202"," 0.77621860","-0.72213570","-0.72186604","-0.70505568","-0.70630287","-0.72836458","-0.71993147"," 1.94301110"," 2.05363277","-0.72497326"," 0.15692189","-0.72312236","-0.72864078"," 0.67751700"," 0.17594292","-0.71429791"," 2.74268729"," 1.36108126","-0.72421284"," 1.33516661","-0.71505284","-0.71346805"," 1.80564352","-0.71480883","-0.73780337","-0.74120056","-0.73887008"," 1.73028221","-0.73154359","-0.71405693"," 2.21965058"," 2.00424185","-0.71429791"," 2.00727008","-0.70941940","-0.72150535","-0.73862664","-0.74180850","-0.74060628"," 0.47007610","-0.19650088","-0.72313626"," 0.73712017","-0.71278659","-0.43623795","-0.73582192"," 0.52648676"," 1.55999203","-0.73831301"," 0.47067343","-0.71339327"," 0.23698139","-0.71123621"," 0.89174025"," 0.09329701"," 1.62209520"," 1.72038137","-0.43507224","-0.73576339","-0.73530967","-0.74148369","-0.68646201","-0.71429791","-0.72078689"," 0.49551699"," 0.26834469","-0.72040440","-0.71429791","-0.70878607","-0.69881484"," 1.85134106"," 0.23507789"," 0.63628393","-0.72646924"," 0.26911293","-0.71918907","-0.69468404"," 0.51326439","-0.71538365"
"8-Acetyl-7-hydroxycoumarin","-0.19241281","-0.19248120","-0.19176963","-0.19122521","-0.19220891","-0.19218244","-0.19053224","-0.19065467"," 5.64683991","-0.19199253","-0.19196131","-0.19163201","-0.19248746","-0.19220891","-0.19230576","-0.19284748","-0.19286750","-0.19357916","-0.19143951","-0.19065467","-0.19178391","-0.19241281","-0.19220891","-0.19151362","-0.19135805","-0.19077881","-0.19148966","-0.01021266"," 0.03098606","-0.19385164","-0.18391782"," 6.60702350","-0.19141585","-0.19143951","-0.19176963","-0.19143951","-0.19245257","-0.19096061","-0.19214703","-0.19382774","-0.12010103","-0.13418966","-0.19355162","-0.19174819","-0.19230713","-0.19176102","-0.19129115","-0.19189475","-0.01689389"," 1.68620924","-0.04684205","-0.19379696","-0.19166665","-0.19135071","-0.19130501","-0.19113896","-0.19100518","-0.19191582","-0.19148720","-0.19267360","-0.11610087","-0.10160219","-0.19350213","-0.07525525","-0.11645962","-0.19143951","-0.19207650","-0.19291851","-0.19248746","-0.19203895","-0.19143951","-0.19089844","-0.18991961","-0.19223040","-0.19319869","-0.19300055","-0.19263431","-0.18944036","-0.19191965","-0.18951411","-0.19209168","-0.19154609"
