"","Feci_LPS_2.5H_944_26022024","Feci_LPS_2.5H_945_26022024","Feci_LPS_2.5H_946_26022024","Feci_LPS_2.5H_947_26022024","Feci_LPS_2.5H_948_26022024","Feci_LPS_2.5H_949_26022024","Feci_LPS_2.5H_950_26022024","Feci_LPS_2.5H_953_26022024","Feci_LPS_24H_954_26022024","Feci_LPS_24H_955_26022024","Feci_LPS_24H_956_26022024","Feci_LPS_24H_957_27022024","Feci_LPS_24H_958_26022024","Feci_LPS_24H_959_26022024","Feci_LPS_24H_961_27022024","Feci_LPS_24H_962_27022024","Feci_LPS_24H_963_27022024","Feci_LPS-24H960REP_01032024","Feci_Vecpac-CRE_3296_01032024","Feci_Vecpac-CRE_3303_01032024","Feci_Vecpac-CRE_3304_01032024","Feci_Vecpac-CRE_3305_01032024","Feci_Vecpac-CRE_3306_01032024","Feci_Vecpac-CRE_3318_01032024","Feci_Vecpac-CRE_3328REP_01032024","Feci_Vecpac-CRE_3330_01032024","Feci_Vecpac-CRE_3334_01032024","Feci_Vecpac-CRE_3335_01032024","Feci_Vecpac-CRE_3347_01032024","Feci_Vecpac-CRE_3352REP_01032024","Feci_Vecpac-CRE_3355REP_01032024","Feci_Vecpac-CRE_3356_01032024","Feci_Vecpac-CRE_3370_01032024","Feci_Vecpac-CRE_3664_29022024","Feci_Vecpac-CRE_3665_29022024","Feci_Vecpac-CRE_3689_29022024","Feci_LPS_CTRL_934_23022024","Feci_LPS_CTRL_935_23022024","Feci_LPS_CTRL_936_23022024","Feci_LPS_CTRL_937_23022024","Feci_LPS_CTRL_938_26022024","Feci_LPS_CTRL_939_26022024","Feci_LPS_CTRL_940_26022024","Feci_LPS_CTRL_943_26022024","Feci_LPS-CTRL_941REP_01032024","75_feci_100322","100_rep_110322","101_rep_110322","102_feci_100322","103_rep_110322","104_feci_100322","105_rep_110322","106_110322","Feci_DSS-T0_896_27022024","Feci_DSS-T0_897_27022024","Feci_DSS-T0_T0.5_27022024","Feci_DSS-T0_T0.6_27022024","Feci_DSS-T0_T0.7_27022024","Feci_DSS-T0_T0.8_27022024","81_feci_100322","83_feci_20_81","84_feci_100322","108_rep_110322","109_110322","110_110322","113_110322","Feci_DSS-T1_111_27022024","Feci_DSS-T1_B901_27022024","Feci_DSS-T1_B902_27022024","Feci_DSS-T1_T1.5_27022024","Feci_DSS-T1_T1.6_27022024","Feci_DSS-T1_T1.7_27022024","Feci_DSS-T1_T1.8_27022024","88_feci_100322","89_feci_100322","115_110322","116_110322","118_110322","120_110322","121_REP_140322","122_110322","Feci_DSS-T3_90_28022024","Feci_DSS-T3_91_28022024","Feci_DSS-T3_906_28022024","Feci_DSS-T3_907_rep_28022024_2","Feci_DSS-T3_T3.6_28022024","Feci_DSS-T3_T3.7_28022024","Feci_DSS-T3_T3.8_28022024","70_feci_09032022","96_feci_100322","97_rep110322","124_110322","125_110322","126_110322","129_110322","Feci_DSS-T5_128_28022024","Feci_DSS-T5_B911_28022024","Feci_DSS-T5_B912_28022024","Feci_DSS-T5_T5.5_28022024","Feci_DSS-T5_T5.6_28022024","Feci_DSS-T5_T5.7_28022024","Feci_DSS-T5_T5.8_28022024","Feci_Vecpac-WT_3297REP_01032024","Feci_Vecpac-WT_3371REP_01032024","Feci_Vecpac-WT_3302_29022024","Feci_Vecpac-WT_3307_29022024","Feci_Vecpac-WT_3319_29022024","Feci_Vecpac-WT_3329_29022024","Feci_Vecpac-WT_3336_29022024","Feci_Vecpac-WT_3337_29022024","Feci_Vecpac-WT_3353_29022024","Feci_Vecpac-WT_3354_29022024","Feci_Vecpac-WT_3369_29022024","Feci_Vecpac-WT_3673_28022024","Feci_Vecpac-WT_3674_28022024","Feci_Vecpac-WT_3675_28022024","Feci_Vecpac-WT_3677_28022024","Feci_Vecpac-WT_3678_28022024","Feci_Vecpac-WT_3679_29022024","Feci_Vecpac-WT_3680_29022024","Feci_Vecpac-WT_3681_29022024","Feci_Vecpac-WT_3687_29022024","Feci_Vecpac-WT_3688_29022024"
"1-Hexacosene","-0.576818954"," 0.102340129","-0.157776811"," 0.090865307","-0.341049779","-0.031096369","-0.224615992"," 0.259057206","-0.576806011"," 0.153247999","-0.576785937","-0.455079631","-0.030396198"," 0.103617260"," 0.501130337","-0.435483252","-0.154549817","-0.067650132","-0.576751252","-0.576724929","-0.051025110"," 0.123840407"," 0.230019580","-0.576746505"," 2.547084538","-0.576734298","-0.335921706","-0.425169660","-0.576775950","-0.409060872","-0.422438702","-0.334179333","-0.576804860"," 0.041570501","-0.195387065","-0.201693228"," 0.082903003"," 0.265094197"," 0.174701722","-0.006403937","-0.140345071"," 0.083337380"," 0.032291568"," 0.053535807"," 1.611762607","-0.361730618","-0.304124160","-0.247205014","-0.180150492","-0.353186598","-0.389400440","-0.288466597","-0.428534863"," 1.372434617","-0.239338540"," 0.908168733","-0.165213188","-0.288118741"," 1.716379527","-0.127050159","-0.433344780","-0.169749761","-0.040068666","-0.219726957","-0.306684230"," 0.444668724"," 1.424473193"," 2.563192023"," 0.846804400","-0.576636955","-0.011084270","-0.462721407"," 0.243948069","-0.026750238"," 0.487767987"," 0.386384144","-0.252174958"," 0.082187743","-0.124304945","-0.343997204","-0.232125208"," 0.397892075","-0.557251984","-0.529927913","-0.404891642","-0.306791643","-0.162098858","-0.190322864","-0.387983447","-0.279338103","-0.253268412","-0.234193387","-0.245839318","-0.241028435","-0.353215357","-0.539341340","-0.576715313","-0.576882770","-0.270714852","-0.576739258","-0.576837395"," 1.359002439","-0.576704899","-0.576867834","-0.576747179","-0.479857197","-0.576699017","-0.566357897","-0.306463859","-0.178582656","-0.576675779"," 7.466921183","-0.576627983","-0.575292674","-0.199869081","-0.576547570"," 4.906519270","-0.378786078","-0.153405073","-0.576723267","-0.576734735","-0.402889664"," 0.814231409"
"1-Hexadecanol","-0.161214949","-0.135694758","-0.216496904","-0.199592751","-0.235123517"," 0.265541210","-0.224773886","-0.008128741","-0.133056240","-0.183782999","-0.056204843","-0.032236146","-0.331832271"," 0.006463239","-0.259779477","-0.372848489","-0.103631692","-0.298573783","-0.085480758"," 0.046434222"," 0.057597821","-0.186326939"," 0.376391716","-0.560360448","10.173898467","-0.133507504","-0.182041678","-0.256075988","-0.300811859","-0.519779339","-0.124517609"," 0.072636595","-0.129512675"," 0.056038329"," 0.102202750"," 0.246999034"," 0.003516954"," 0.174620097"," 0.079728435"," 0.020315629","-0.273470471","-0.275911531","-0.336229507","-0.246659518"," 1.578822391","-0.554137829","-0.168120052","-0.221336727","-0.503054821","-0.178419598","-0.540451460","-0.122768035","-0.552658667","-0.124653489","-0.696298220","-0.208677523","-0.354657057","-0.166271582","-0.338998652","-0.509096454","-0.649486224","-0.433656512","-0.121249151","-0.454413601","-0.496584221","-0.397991368"," 0.159914481"," 0.390204019"," 0.076420497"," 0.204112996"," 0.002956233","-0.051613875"," 0.074733992","-0.350590601","-0.325724811","-0.131451325"," 0.089345237"," 0.214710416"," 0.210388983"," 0.331967097"," 0.069121725"," 0.453742719"," 0.283958745"," 0.465679012"," 0.598257044"," 0.852834402","-0.236101281"," 0.239683084","-0.579936592","-0.471664568","-0.110776901","-0.248730873","-0.044873667"," 0.027960403","-0.164126986","-0.686640374"," 0.578722509"," 1.897706361","-0.106975508","-0.687939286","-0.258708076"," 0.577276056"," 0.260834773"," 0.674219834","-0.340817646","-0.162123453","-0.097480664","-0.683077937","-0.229541261"," 0.201253689","-0.097096760"," 0.053541740","-0.175022570","-0.312551297","-0.072210694"," 0.258373082","-0.210725513","-0.283313004","-0.197346246","-0.047882502","-0.207131588","-0.313663252","-0.266648396"
"1-Hexanol","-0.49328684","-0.49291515","-0.49542057","-0.49108189","-0.49352959","-0.49709068","-0.49319910","-0.49344754","-0.13240853","-0.49141979","-0.49134011","-0.49496655","-0.05885026","-0.49405371","-0.48666347","-0.42302354","-0.49109544","-0.22229854"," 1.37065546","-0.48774302","-0.49212512","-0.50289206"," 2.44572550"," 3.91162023","-0.45919611"," 0.42343834","-0.49123482"," 1.59153882"," 0.06115523"," 2.10269488","-0.48537872","-0.48935840"," 0.32365916","-0.48662923","-0.47845936","-0.49629391","-0.48898177","-0.48680586","-0.48537923","-0.48531554"," 1.17937388","-0.49243038","-0.49141470"," 0.50872862"," 6.77577252"," 0.10909231"," 0.26689330","-0.01225757","-0.20694733","-0.13261048"," 0.02643799","-0.38955087","-0.17991462"," 0.05174267"," 0.63400487","-0.49338760"," 0.47200943"," 0.96443362","-0.49537052"," 0.48603794","-0.49805100"," 0.86665177"," 0.24770413","-0.49056765","-0.49810618","-0.50000702","-0.48432386","-0.47283531","-0.48882209","-0.48255601"," 2.74492799","-0.49171112","-0.48342759"," 1.08680975","-0.49329000","-0.49563852"," 0.25836539","-0.32355172"," 0.07417476","-0.43933529","-0.25413844","-0.47062819","-0.48386228"," 2.60105583","-0.47488137","-0.49014191"," 0.54677584","-0.49007600","-0.49173062","-0.31621921"," 0.18606663","-0.33201485","-0.20579862","-0.08057988"," 0.14410843","-0.48772716","-0.48717602","-0.49704950"," 2.15516325"," 0.82700288"," 0.64560198","-0.48408465","-0.48656204","-0.49616885","-0.48905492","-0.48423319","-0.48621522","-0.48536661"," 0.84517745","-0.48939919","-0.48484506","-0.49112755","-0.48202696"," 0.25022821"," 0.39946075","-0.47728578","-0.48361739","-0.48556779","-0.48881647","-0.48764500","-0.48832120"," 0.82418165","-0.48811764"
"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)"," 0.264289888","-0.432464025","-0.132891201","-0.078495968"," 0.249846232","-0.484074754","-0.258677283","-0.031211133","-0.054039397"," 0.515494045"," 0.692931831","-0.337848708"," 0.025196478","-0.418579928","-0.292045514"," 0.098955115"," 0.301056256","-0.051037551"," 0.746401701","-0.959275813"," 0.692986695","-0.232808956","-1.870362575","-1.822681694"," 2.751556156","-0.608901904","-0.977487039"," 0.161651813"," 0.024382874"," 1.008366488"," 0.892465420","-1.087718449","-0.504597313"," 0.754792243"," 0.366137440"," 0.476934720"," 0.177950081"," 0.307052423","-0.354756851","-0.105509388"," 0.397822080","-0.256468951","-0.036803719"," 0.664595679","-1.868281227"," 1.054316504"," 0.972820015"," 1.346406304"," 0.671049933"," 0.303449164"," 3.110722915","-0.260144805"," 0.138282535"," 0.794331639"," 0.993587486"," 0.570531942"," 0.755852987"," 1.358786250"," 0.638578758","-1.013896743","-1.310904418","-0.985652149","-0.407834257","-1.465361532","-1.751354204","-1.806120173"," 0.264058973"," 0.845896904","-0.673670559","-0.239856071"," 0.352392843"," 0.464403567"," 0.965317827","-1.378981813","-1.764161917","-1.867856106","-1.449536010","-1.766144486","-0.758947014","-1.811128898","-1.447273765","-1.089331781","-0.667563773"," 1.679703385"," 0.549134721","-0.768891506","-0.277008849","-0.249383329"," 0.646769110","-1.680007836","-0.172284588","-0.454938611","-0.650161695","-0.404207731"," 0.299326744","-0.260722055","-0.450491053","-0.772854910","-0.546340966"," 0.153943291"," 0.568452031"," 0.007228357"," 0.896812312","-1.868192398"," 0.838884839"," 0.031108348"," 0.097096311"," 1.783686989","-1.666316410","-0.025419417"," 0.507899277"," 0.288076150","-0.249111574"," 1.282171494"," 1.646745010"," 0.453485471"," 2.007932617"," 2.013296798"," 1.307599856"," 0.346825219"," 1.183956688"," 0.961308090"," 0.945977434"
"1H-Naphtho[2,1-b]pyran, 3-ethenyldodecahydro-3,4a,7,7,10a-pentamethyl-, [3R-(3alpha,4abeta,6aalpha,10abeta,10balpha)]-","-0.422582275","-0.421174174","-0.430665581"," 0.567791628","-0.423501878"," 1.261566153","-0.422249887","-0.423191066","-0.419691097","-0.415509256","-0.415207372","-0.428945586"," 0.184176481","-0.425487431"," 0.729364703","-0.417286850"," 0.589460725","-0.395224582","-0.407460028","-0.401580380"," 3.520751540","-0.458970121","-0.446465354"," 2.413622526","-0.293434940","-0.403672975"," 1.931764028","-0.400497637","-0.412976728","-0.370609517","-0.392623591","-0.407699992","-0.419434213","-0.397360951"," 3.749198789","-0.433974089","-0.406273189","-0.398030086","-0.392625545","-0.392384258","-0.408184703","-0.419337718","-0.415489952","-0.413581843"," 2.739572962","-0.421512708","-0.427944932"," 1.791102043","-0.404204620","-0.265407501","-0.436778156","-0.429624369"," 0.023062781","-0.423026501","-0.425763786","-0.422963969","-0.432565641","-0.427631544","-0.430475949","-0.389237955","-0.440630522","-0.429561604"," 0.004515214"," 0.358964093"," 0.306422995","-0.448040596","-0.388627442"," 3.097183555","-0.405668278","-0.381930211","-0.351191006","-0.416612919"," 4.697145980","-0.155224278","-0.422594219","-0.431491228","-0.026764454","-0.449334014","-0.432411357","-0.417716741","-0.416911038"," 1.459010367","-0.386878800","-0.354314339","-0.352856067","-0.410668215","-0.405099840","-0.410418498","-0.416686763","-0.379430555","-0.386092488","-0.442309758"," 0.174059297","-0.089520987"," 0.484235302","-0.401520288","-0.399432404","-0.436836519"," 2.256495375"," 2.215593819","-0.035864949","-0.387721220","-0.397106424","-0.433500299","-0.406550296","-0.388283947","-0.395792543","-0.392577721"," 0.988522942","-0.407854512","-0.390601931"," 3.375819831","-0.379926014","-0.390410818","-0.381935314","-0.361964804","-0.385951078","-0.393339885","-0.405646993","-0.401209050","-0.403770729","-0.399097127","-0.402999571"
"1-Methyl-4-hydroxy-1H-imidazol-2-amine","-0.25846448"," 0.45193562","-0.33705788","-0.35298413","-0.45166846","-0.07954922"," 0.04852271","-0.49411219","-0.39741289","-0.56385224","-0.24518999","-0.38247746"," 0.73387920","-0.28899439","-0.46642872","-0.43567673","-0.30245998","-0.41845749","-0.56325666"," 0.54096272","-0.56404994","-0.22634793","-0.34020314","-0.16634113","-0.25595892","-0.44941135"," 0.17502425","-0.03923961","-0.46873096","-0.37057862","-0.40484293"," 0.32361693","-0.48289256","-0.34916116","-0.45399478"," 0.04704975"," 0.02491356","-0.56255892","-0.20458464","-0.27201556","-0.02534586"," 2.70074800","-0.45244516"," 0.15379914"," 1.85253325","-0.55065700","-0.33498214","-0.24506606","-0.44351542","-0.42826024","-0.48886727","-0.34822043","-0.36124139","-0.51382033"," 0.13100544","-0.43888251","-0.50593646","-0.43364146","-0.49729907","-0.47318872","-0.51662310","-0.52983321","-0.26156664","-0.20095509"," 0.06480077","-0.10542068"," 1.70973347","-0.39140724","-0.16791140","-0.34870988","-0.44577182","-0.34266753"," 0.79614909","-0.50448696"," 0.33215139"," 0.16009646"," 1.51223727","-0.41838155","-0.36689306","-0.54145931","-0.35885225","-0.46032957"," 0.26303065","-0.21628301"," 0.60146371"," 0.18547765"," 0.25930558"," 0.06819613","-0.46549610","-0.01170228","-0.31763835"," 0.10783753"," 0.05738783","-0.06437601","-0.32888594"," 2.25461291"," 1.35320093"," 1.36744863"," 0.02415695","-0.21971451","-0.46490708"," 0.17062920","-0.56249058"," 1.34222313"," 0.17594556","-0.56183779","-0.07118308"," 8.88852834"," 0.60231521","-0.52895019","-0.35036882"," 0.08158473"," 0.40801604"," 0.30733563","-0.50091714","-0.36310646","-0.47579196","-0.12384230","-0.53148051"," 0.35758067","-0.43217591","-0.01306287"," 0.12036875"
"1-Monomyristin","-0.244667140","-0.244253715","-0.247040433","-0.242214629","-0.244937139","-0.248898052","-0.244569549","-0.244845883","-0.243818277","-0.242590470","-0.242501836","-0.246535436","-0.244057716","-0.245520106","-0.237300141","-0.243112380","-0.242229696","-0.236634801","-0.240227181","-0.238500891","-0.243374983","-0.255350770","-0.251679316"," 7.098877677","-0.206748916","-0.239115286","-0.242384733","-0.238182993","-0.241846909","-0.229407710","-0.235871139","-0.240297636","-0.243742855"," 6.507508845","-0.228174927","-0.248011826","-0.239878720","-0.237458509","-0.235871712","-0.235800870","-0.240439949","-0.243714523","-0.242584802","-0.242024573","-0.248028530","-0.108919326","-0.103819408","-0.094189956","-0.075577047","-0.094961100","-0.093753453","-0.066206078","-0.114680776","-0.244797566","-0.245601245","-0.244779207","-0.247598300","-0.246149627","-0.246984757","-0.083338477","-0.085546941","-0.074696339","-0.076878682","-0.059353806","-0.086882885","-0.033280590","-0.234697852","-0.221919442","-0.239701116","-0.232731516","-0.223706350","-0.242914510","-0.233700959","-0.026718056"," 0.042223154"," 0.084887836","-0.051238862","-0.005001551","-0.026502468","-0.006099083","-0.045925885"," 1.657348057","-0.234184443","-0.224623374","-0.224195220"," 3.844513579"," 1.453004079","-0.241095801","-0.107229941","-0.076191181","-0.089920012","-0.075199601","-0.066065397","-0.046114512","-0.082548052"," 2.110107765","-0.237870236","-0.248852248","-0.245063533","-0.239440568","-0.245876492","-0.234431781","-0.237187318","-0.247872719","-0.239960080","-0.234597000","-0.236801557","-0.235857671","-0.245224664","-0.240343004","-0.235277571","-0.242265412","-0.232143074","-0.235221459","-0.232733014","-0.226869585","-0.233912060","-0.236081446","-0.239694866","-0.238391867","-0.239143987","-0.237771797","-0.238917572"
"1-Monopalmitin","-0.2437378834","-0.2429598793","-0.2482040712","-0.2391226220","-0.2442459825","-0.2516998340","-0.2435542325","-0.2440742522","-0.2421404499","-0.2398298990","-0.2396631022","-0.2472537398","-0.2425910385","-0.2453430402","-0.2298742837","-0.2408120553","-0.2391509747","-0.2286222113","-0.2353825396","-0.2321339169","-0.2413062367","-0.2638428950","-0.2569337615","-0.2347967417","-0.1723814014","-0.2332901176","-0.2394427319","-0.2315356799","-0.2384306269","-0.2150218968","-0.2271851120","-0.2355151244","-0.2419985164","-0.2298025978","-0.2127019813","-0.2500320878"," 2.5997360938"," 9.7955185566","-0.2271861917"," 3.0049155312"," 2.1355901742","-0.2419452010","-0.2398192331","-0.2387649650","-0.2500635218"," 0.0683946884","-0.0004796581"," 0.0355192337"," 0.1348717170"," 0.0238384512","-0.2515813911"," 0.0844967759"," 0.0294806380","-0.2439833270","-0.2454957316","-0.2439487770","-0.2492538925","-0.2465277050","-0.2480992960"," 0.1119902113"," 0.1111832941"," 0.1571919524"," 0.0819684667"," 0.2018241688"," 0.1323961274"," 0.2575333028","-0.2249771597","-0.2009300849","-0.2343925619","-0.2212768062","-0.2042927816","-0.2404396949","-0.2231011548"," 0.2931612641"," 0.4180215093"," 0.3050931455"," 0.1288250980","-0.1268119223"," 0.2269407192"," 0.1249744939"," 0.1880742029","-0.1963102815","-0.2240110006","-0.2060184852","-0.2052127611","-0.2371551273","-0.2340784886","-0.2370171536"," 0.0177360635"," 0.1524621413"," 0.0463266072"," 0.0761183669"," 0.0707153480"," 0.1080201934"," 0.0613462356","-0.2321007148","-0.2309471171","-0.2516136376","-0.2444838368","-0.2339022502","-0.2460137061","-0.2244764543","-0.2296619670","-0.2497703093","-0.2348798948","-0.2247873719","-0.2289360216","-0.2271597682","-0.2447870618","-0.2356005001","-0.2260681047","-0.2392181878","-0.2201694471","-0.2259625108","-0.2212796253","-0.2102455202","-0.2234984152","-0.2275808789","-0.2343808017","-0.2319287498","-0.2333441287","-0.2307618702","-0.2329180480"
"1-Octadecanol","-0.2377365629","-0.1368908282","-0.1583824922","-0.1607670214","-0.2317088125"," 0.0561696063","-0.2715071021","-0.1974611032","-0.1435329972","-0.0385703669"," 0.0523149383"," 0.0003837383","-0.1772487322","-0.0407334463","-0.0573620309","-0.5580112075","-0.0235273263","-0.0714905707","-0.1162599386","-0.1196459104","-0.2378765679","-0.1953908446"," 0.3941158892","-0.0741472479","10.3294230129","-0.2116490954","-0.7781018371","-0.2925909273","-0.1504553716"," 0.0506440273"," 0.1245894286","-0.2390193407","-0.0290481331","-0.0512469489"," 0.1281362696","-0.0051948606","-0.0538704239","-0.1016782457","-0.1363995323","-0.0938026720","-0.0664642659","-0.1681182971","-0.3265721089","-0.0988898443"," 1.5897369313","-0.5447730966","-0.4647317381","-0.4795715780","-0.4458317120","-0.3501828232","-0.4566440556","-0.4124453235","-0.6546919529","-0.3384198449","-0.1075291345","-0.2738319389","-0.2538345169","-0.2723866235","-0.2688850447","-0.2095551812","-0.5132995729","-0.0694808756","-0.3308158554","-0.4501737610","-0.1438730228"," 0.1232519762"," 0.0112819802"," 0.1939527197","-0.0194338628","-0.0076699962"," 0.2088956115","-0.0287063202","-0.1572775688"," 0.0370458654","-0.2022779619","-0.0143845281","-0.3091776015"," 0.3432281445"," 0.0056278259"," 0.3334574594","-0.2928686421"," 0.5789674580"," 0.1005514633"," 0.2300014297"," 0.4497015760"," 0.4837861595","-0.1859588521"," 0.1598832611","-0.7158337517","-0.3673639059","-0.5223202197","-0.3739238274","-0.1003177413","-0.3674216628","-0.3723779832"," 0.1233781847"," 0.2768179376"," 1.8065440893","-0.0105557215"," 0.1967150377","-0.2632314446"," 0.1118026988"," 0.5472928459"," 0.7293741222","-0.2748177292","-0.1693801148","-0.1753655630","-0.0673162029","-0.2259808880","-0.1605714857","-0.1497385506"," 0.3299513835"," 0.1350819950","-0.1953822142","-0.1952355861"," 0.1085462265","-0.1417606635","-0.2145543254","-0.2593727558","-0.1077262172","-0.1806534674","-0.2410831857","-0.1883000856"
"1-Octanol"," 0.4104476666","-0.5997408231","-0.6000751145","-0.5994962169"," 0.5664868477","-0.6002979522"," 4.1246380747"," 2.4868093976","-0.5996885885","-0.5995413023","-0.5921499185","-0.6000145356","-0.5997173113","-0.5998927379","-0.5989066809","-0.5996039099","-0.5994980242","-0.5988268674","-0.1915648529","-0.1794142466","-0.1872703884","-0.1351866760"," 0.2930843304"," 0.0371913547"," 7.8667803850","-0.1811200754","-0.0883940155","-0.1708256930","-0.2483901380"," 0.0542209087","-0.0100754422","-0.1250604800","-0.5996795410","-0.0896366950"," 0.1296077262"," 0.6781007775","-0.5992160041","-0.5989256785"," 0.7651848417","-0.5987268300"," 3.3505372051","-0.5996761424","-0.5995406224","-0.5994734180","-0.6001936453","-0.2454840364","-0.3169746973","-0.2703951879","-0.1902987135","-0.3179994330","-0.2395270366","-0.2646622975","-0.2279861628","-0.5505109072","-0.5999024712","-0.5998038605","-0.6001420354","-0.2460843513","-0.1969127967","-0.1452132094","-0.1469830652","-0.0015769336","-0.2659777134","-0.2184861547","-0.2398908689","-0.0009179186"," 0.1284797056"," 0.4050724760","-0.1142552609","-0.5983586340"," 0.4729775872","-0.5995801738"," 0.3561205307"," 0.1198692222"," 0.0242840917","-0.3335414683","-0.2042395905","-0.1859758784","-0.1847988281","-0.2570913239"," 0.1540915768"," 1.0642199886"," 0.1615216275"," 0.3597838150"," 0.4446568384"," 0.2668816943","-0.0825939666","-0.5993620036","-0.2549842486","-0.1704142347","-0.3022771953","-0.2485722866","-0.2358597636","-0.2616460365","-0.2381806663"," 0.1101478982"," 0.4646870753"," 2.4307812693"," 0.2096575193"," 0.1761844773","-0.1456349810"," 0.2077184574"," 0.6544788773"," 0.5790047135","-0.1655060881","-0.0905812066","-0.5988468713","-0.5987336439","-0.1020410756","-0.5992716989","-0.1233022815"," 0.3906820675","-0.5982880453","-0.0620678059"," 0.0754285519"," 0.4150411347","-0.5985002507","-0.1157262961","-0.2003093478","-0.5990376430","-0.1866008712","-0.0734876507","-0.0296429756"
"1-Phenanthrenemethanol, 1,2,3,4,4a,9,10,10a-octahydro-1,4a-dimethyl-7-(1-methylethyl)-, [1R-(1alpha,4abeta,10aalpha)]-","-0.27204978","-0.27188862","-0.27297492","-0.27109375","-0.27215503","-0.27369905","-0.27201174","-0.27211946"," 6.14482865","-0.27124026","-0.27120571","-0.27277807","-0.27181222","-0.27238228","-0.26917802","-0.27144371","-0.27109963","-0.26891866","-0.27031902","-0.26964609","-0.27154608","-0.27621441","-0.27478323","-0.27019767","-0.25726870","-0.26988559","-0.27116006","-0.26952216","-0.27095041","-0.26610143","-0.26862097","-0.27034648","-0.27168948","-0.26916317","-0.26562087","-0.27335359","-0.27018318","-0.26923975","-0.26862119","-0.26859358","-0.27040196","-0.27167844","-0.27123805","-0.27101967","-0.27336010","-0.17738925","-0.16751830","-0.27448664","-0.26994643","-0.19993298","-0.27367452"," 0.16327981","-0.27306726","-0.27210062","-0.27241391","-0.27209346","-0.27319239","-0.27262767"," 4.69906668"," 0.16965157","-0.15754620","-0.27284857","-0.27429697","-0.27087079","-0.02107918"," 0.49854459","-0.26816361","-0.26318239","-0.27011395","-0.26739710","-0.26387896","-0.27136658","-0.26777500","-0.27005149"," 0.96764133","-0.05285157","-0.27491161","-0.27511155","-0.27317473","-0.07489077","-0.20853843","-0.26222543","-0.26796347","-0.26423643","-0.26406953","-0.27068620","-0.27004889","-0.27065762"," 0.03046612"," 0.91002020"," 0.48973608","-0.27430761","-0.27427546","-0.27261080"," 0.02217371","-0.26963921","-0.26940025","-0.27368120","-0.27220430","-0.27001239","-0.27252120","-0.26805989","-0.26913404","-0.27329936","-0.27021490","-0.26812429"," 3.13776675","-0.26861572","-0.27226711","-0.27036417","-0.26838959","-0.27111355","-0.22703145","-0.26836771"," 4.65301792"," 3.12399507","-0.26785729","-0.26870295","-0.27011151","-0.26960359","-0.26989677","-0.26936187"," 3.32413641"
"1-Propanamine, N,N-diethyl-","-0.167221345","-0.132947997","-0.113632928","-0.251043193","-0.152246007"," 0.105830088","-0.248932603","-0.073969889","-0.122112433","-0.088000388","-0.198412612","-0.232693250","-0.280747297"," 0.028954544","-0.025792547","-0.155616737","-0.141120583","-0.102883282","-0.350309421","-0.344099338","-0.336575050","-0.427217515","-0.183075496","-0.252972725","10.491660698","-0.349458923","-0.320414706","-0.410415144","-0.358770612","-0.247818371","-0.278642732","-0.417760718","-0.325631109","-0.419281932"," 0.542548959"," 0.910776843","-0.386857835","-0.400630058","-0.003989744","-0.023753655","-0.216599221","-0.217983454","-0.327921329","-0.173059466"," 1.412353535","-0.246360891","-0.280666880","-0.258673316","-0.233933714","-0.266881925","-0.254375615","-0.212825501","-0.292987454","-0.139576255","-0.231658780","-0.277955631","-0.254365588","-0.125397323","-0.154393520","-0.170053848","-0.189889958","-0.121388415","-0.204718211","-0.185831420","-0.203962586","-0.092112452","-0.011598803"," 0.124087687"," 0.061459242"," 0.154274392","-0.089562127","-0.024272293","-0.174254852"," 0.020650010"," 0.089017962","-0.106811631","-0.184050282","-0.112769785","-0.116946447","-0.231965466","-0.148595378"," 0.174215986","-0.035078159"," 0.037539033"," 0.015871117","-0.102883851","-0.279498080","-0.124784302","-0.242570250","-0.149916787","-0.248764756","-0.240632418","-0.241406109","-0.199292626","-0.230141936","-0.031274051"," 0.358913029"," 1.313242677","-0.027094762"," 0.043691480","-0.261472418"," 0.070962273"," 0.984168132","-0.048568114","-0.123777137","-0.270761065","-0.350428060"," 0.255280601","-0.412700265","-0.421337454","-0.080053308"," 0.457319172"," 0.368529673"," 0.186974036"," 0.057719182"," 0.483464770"," 0.035717134"," 0.176833808","-0.041637442","-0.270455090"," 0.202758776","-0.020905448"," 0.150067042"
